station,annee,mois_max_temperature,max_temperature,mois_max_temperature,min_temperature,mois_max_precipitations,max_precipitations,mois_max_precipitations,min_precipitations,jours_haute_chaleur
7005,1996,8,19.100000000000023,12,2.0,,,,,0.0
7005,1997,8,23.300000000000008,1,2.1000000000000227,,,,,0.0
7005,1998,8,19.80000000000001,12,6.7000000000000455,,,,,0.0
7005,1999,7,22.800000000000008,2,6.2000000000000455,,,,,0.0
7005,2000,8,20.70000000000005,1,5.600000000000024,,,,,0.0
7005,2001,8,21.0,12,3.400000000000034,,,,,0.0
7005,2002,8,20.70000000000005,1,6.800000000000013,,,,,0.0
7005,2003,8,23.300000000000008,2,5.050000000000011,,,,,4.0
7005,2004,8,20.400000000000034,12,4.800000000000012,,,,,0.0
7005,2005,9,19.80000000000001,2,3.950000000000017,,,,,0.0
7005,2006,7,24.900000000000034,1,3.8000000000000114,,,,,1.0
7005,2007,8,19.20000000000005,12,6.800000000000013,,,,,0.0
7005,2008,5,19.600000000000023,12,4.300000000000011,,,,,0.0
7005,2009,8,21.30000000000001,1,2.400000000000034,,,,,0.0
7005,2010,7,22.200000000000053,12,1.2000000000000457,,,,,0.0
7005,2011,7,19.100000000000023,1,5.900000000000035,,,,,1.0
7005,2012,8,22.200000000000053,2,5.400000000000035,,,,,0.0
7005,2013,7,23.300000000000008,2,3.2500000000000284,,,,,0.0
7005,2014,7,20.70000000000005,12,6.600000000000023,12.0,1.0,12.0,1.0,0.0
7005,2015,8,20.600000000000023,1,6.300000000000013,11.0,1.4,6.0,0.0,1.0
7005,2016,8,22.0,2,5.900000000000035,2.0,1.4,7.0,0.0,1.0
7005,2017,7,20.80000000000001,1,2.900000000000034,12.0,2.2,1.0,0.0,1.0
7005,2018,7,25.5,2,3.450000000000017,12.0,2.8,2.0,0.0,2.0
7005,2019,7,22.0,1,4.600000000000024,10.0,25.5,2.0,0.0,2.0
7015,1996,8,21.390000000000047,12,1.8000000000000114,,,,,0.0
7015,1997,8,26.200000000000053,1,2.300000000000012,,,,,0.0
7015,1998,8,20.890000000000047,1,6.390000000000043,,,,,1.0
7015,1999,7,23.300000000000008,12,5.5,,,,,0.0
7015,2000,8,21.390000000000047,1,5.7000000000000455,,,,,0.0
7015,2001,8,22.100000000000023,12,2.900000000000034,,,,,0.0
7015,2002,8,21.0,12,5.300000000000012,,,,,0.0
7015,2003,8,23.200000000000053,1,5.0,,,,,3.0
7015,2004,8,21.400000000000034,12,4.900000000000034,,,,,0.0
7015,2005,6,20.650000000000006,2,4.450000000000017,,,,,0.0
7015,2006,7,27.0,1,2.900000000000034,,,,,1.0
7015,2007,7,19.900000000000034,12,4.7000000000000455,,,,,0.0
7015,2008,7,20.600000000000023,12,4.600000000000024,,,,,0.0
7015,2009,8,23.0,1,2.5,,,,,0.0
7015,2010,7,23.200000000000053,12,0.20000000000004547,,,,,2.0
7015,2011,8,20.0,1,5.800000000000013,,,,,1.0
7015,2012,8,22.300000000000008,2,5.550000000000011,,,,,0.0
7015,2013,7,24.400000000000034,2,3.1000000000000223,,,,,2.0
7015,2014,7,21.600000000000023,12,5.900000000000035,12.0,0.4,12.0,0.4,0.0
7015,2015,8,22.800000000000008,1,4.7000000000000455,11.0,1.0,4.0,0.0,1.0
7015,2016,8,22.300000000000008,2,6.5,4.0,1.0,3.0,0.0,1.0
7015,2017,7,22.600000000000023,1,3.0,11.0,1.8,1.0,0.0,0.0
7015,2018,7,26.5,2,4.050000000000011,12.0,1.4,2.0,0.0,3.0
7015,2019,8,22.800000000000008,1,4.900000000000034,10.0,21.0,2.0,0.0,4.0
7020,1996,8,18.5,2,6.890000000000043,,,,,0.0
7020,1997,8,19.70000000000005,1,6.300000000000013,,,,,0.0
7020,1998,8,18.44500000000002,12,9.5,,,,,0.0
7020,1999,8,19.30000000000001,2,8.845000000000027,,,,,0.0
7020,2000,8,18.80000000000001,1,8.390000000000043,,,,,0.0
7020,2001,8,18.5,1,8.100000000000023,,,,,0.0
7020,2002,8,19.100000000000023,1,9.800000000000011,,,,,0.0
7020,2003,8,19.900000000000034,2,8.400000000000006,,,,,0.0
7020,2004,8,19.600000000000023,2,8.300000000000011,,,,,0.0
7020,2005,8,19.400000000000034,2,7.200000000000018,,,,,0.0
7020,2006,7,19.0,2,6.8500000000000245,,,,,0.0
7020,2007,8,18.100000000000023,12,9.600000000000025,,,,,0.0
7020,2008,7,17.900000000000034,12,8.400000000000034,,,,,0.0
7020,2009,8,18.600000000000023,1,7.2000000000000455,,,,,0.0
7020,2010,7,18.400000000000034,12,5.800000000000013,,,,,0.0
7020,2011,9,17.650000000000006,1,7.5,,,,,0.0
7020,2012,8,18.5,2,8.550000000000011,,,,,0.0
7020,2013,8,18.80000000000001,3,6.25,,,,,0.0
7020,2014,9,19.0,2,9.100000000000023,12.0,0.6,12.0,0.6,0.0
7020,2015,8,18.0,2,7.300000000000013,1.0,1.1,4.0,0.0,0.0
7020,2016,8,18.80000000000004,2,8.5,1.0,2.0,3.0,0.0,0.0
7020,2017,8,18.5,1,8.950000000000017,12.0,0.8,1.0,0.0,0.0
7020,2018,7,19.400000000000006,2,7.200000000000018,1.0,2.6,5.0,0.0,0.0
7020,2019,8,19.20000000000005,1,7.400000000000035,10.0,7.4,1.0,0.0,0.0
7027,1996,8,20.70000000000005,12,4.5,,,,,0.0
7027,1997,8,25.200000000000053,1,4.0,,,,,0.0
7027,1998,8,21.150000000000034,12,7.890000000000043,,,,,1.0
7027,1999,7,22.800000000000008,12,7.800000000000013,,,,,0.0
7027,2000,8,21.30000000000001,1,6.800000000000013,,,,,1.0
7027,2001,8,21.400000000000034,12,5.300000000000012,,,,,2.0
7027,2002,7,19.900000000000034,1,8.800000000000011,,,,,0.0
7027,2003,8,24.0,12,7.0,,,,,5.0
7027,2004,8,21.900000000000034,12,6.900000000000035,,,,,0.0
7027,2005,7,20.80000000000001,2,5.700000000000019,,,,,1.0
7027,2006,7,24.200000000000053,1,5.5,,,,,2.0
7027,2007,8,19.400000000000034,12,7.2000000000000455,,,,,0.0
7027,2008,7,20.600000000000023,12,6.5,,,,,0.0
7027,2009,8,20.900000000000034,1,4.600000000000024,,,,,0.0
7027,2010,7,22.700000000000053,12,2.7000000000000446,,,,,0.0
7027,2011,9,19.700000000000017,1,6.7000000000000455,,,,,0.0
7027,2012,8,21.800000000000008,2,6.800000000000013,,,,,0.0
7027,2013,7,22.800000000000008,2,5.05000000000004,,,,,2.0
7027,2014,7,21.400000000000034,1,8.5,12.0,0.7,12.0,0.7,0.0
7027,2015,7,21.20000000000005,2,7.200000000000017,2.0,1.6,4.0,0.0,1.0
7027,2016,8,22.400000000000034,2,7.650000000000034,1.0,0.8,3.0,0.0,1.0
7027,2017,7,21.20000000000005,1,5.7000000000000455,12.0,0.8,1.0,0.0,2.0
7027,2018,7,24.800000000000008,2,4.800000000000011,12.0,2.2,7.0,0.0,1.0
7027,2019,7,22.800000000000008,1,6.800000000000013,10.0,0.6,1.0,0.0,3.0
7037,1996,7,20.0,12,2.6400000000000428,,,,,0.0
7037,1997,8,25.600000000000023,1,0.8000000000000114,,,,,0.0
7037,1998,8,21.5,12,5.745000000000033,,,,,0.0
7037,1999,7,23.600000000000023,12,5.7000000000000455,,,,,0.0
7037,2000,8,21.0,1,5.2000000000000455,,,,,0.0
7037,2001,8,20.70000000000005,12,3.5,,,,,0.0
7037,2002,8,19.80000000000001,1,6.7000000000000455,,,,,0.0
7037,2003,8,23.800000000000008,2,4.600000000000024,,,,,6.0
7037,2004,8,20.70000000000005,12,4.0,,,,,0.0
7037,2005,7,20.100000000000023,2,3.5500000000000114,,,,,0.0
7037,2006,7,25.0,1,4.0,,,,,2.0
7037,2007,6,19.350000000000023,12,5.300000000000012,,,,,0.0
7037,2008,7,19.70000000000005,12,5.100000000000024,,,,,0.0
7037,2009,8,22.5,1,2.7000000000000446,,,,,0.0
7037,2010,7,22.600000000000023,12,0.7000000000000455,,,,,0.0
7037,2011,8,19.400000000000034,1,4.7000000000000455,,,,,0.0
7037,2012,8,21.900000000000034,2,5.800000000000013,,,,,0.0
7037,2013,7,24.800000000000008,2,4.050000000000011,,,,,0.0
7037,2014,7,21.400000000000034,12,6.400000000000035,12.0,1.1,12.0,1.1,0.0
7037,2015,8,22.700000000000053,1,5.2000000000000455,1.0,0.6,4.0,0.0,1.0
7037,2016,8,22.200000000000053,12,6.400000000000035,1.0,2.2,7.0,0.0,3.0
7037,2017,6,23.05000000000001,1,3.900000000000034,12.0,2.2,4.0,0.0,2.0
7037,2018,7,25.600000000000023,2,3.050000000000012,12.0,2.2,4.0,0.0,1.0
7037,2019,7,22.700000000000053,1,4.600000000000024,10.0,1.4,4.0,0.0,3.0
7072,2012,5,24.400000000000034,12,6.500000000000028,,,,,2.0
7072,2013,7,26.100000000000023,2,2.6000000000000223,,,,,2.0
7072,2014,7,22.600000000000023,12,5.2000000000000455,12.0,0.4,12.0,0.4,1.0
7072,2015,8,25.700000000000053,1,4.800000000000012,1.0,0.2,2.0,0.0,6.0
7072,2016,8,23.100000000000023,12,5.400000000000035,4.0,0.8,3.0,0.0,3.0
7072,2017,6,23.600000000000023,1,1.1000000000000227,11.0,0.30000000000000004,1.0,0.0,1.0
7072,2018,7,27.700000000000053,2,3.950000000000017,1.0,0.6,2.0,0.0,7.0
7072,2019,7,24.300000000000008,1,5.0,10.0,0.6,2.0,0.0,5.0
7110,1996,7,19.100000000000023,12,6.600000000000023,,,,,0.0
7110,1997,8,21.345000000000027,1,7.2000000000000455,,,,,0.0
7110,1998,8,19.390000000000047,1,9.200000000000044,,,,,0.0
7110,1999,7,20.390000000000047,2,9.245000000000033,,,,,0.0
7110,2000,8,19.30000000000004,1,7.890000000000043,,,,,0.0
7110,2001,8,19.600000000000023,12,7.100000000000023,,,,,0.0
7110,2002,9,19.100000000000023,1,10.100000000000025,,,,,0.0
7110,2003,8,21.900000000000034,1,8.700000000000045,,,,,1.0
7110,2004,8,19.30000000000001,2,8.400000000000034,,,,,0.0
7110,2005,8,19.600000000000023,2,7.150000000000007,,,,,0.0
7110,2006,7,21.900000000000034,2,6.100000000000023,,,,,1.0
7110,2007,8,18.70000000000005,12,9.800000000000011,,,,,0.0
7110,2008,7,17.900000000000034,12,7.7000000000000455,,,,,0.0
7110,2009,7,19.100000000000023,1,8.200000000000045,,,,,0.0
7110,2010,7,19.0,12,5.7000000000000455,,,,,0.0
7110,2011,8,18.600000000000023,1,8.0,,,,,0.0
7110,2012,8,19.30000000000001,2,8.800000000000011,,,,,0.0
7110,2013,7,21.900000000000034,2,7.600000000000023,,,,,0.0
7110,2014,9,21.55000000000001,2,9.000000000000028,12.0,2.1,12.0,2.1,0.0
7110,2015,7,19.30000000000001,2,8.100000000000023,1.0,2.8,4.0,0.2,0.0
7110,2016,8,20.5,1,8.800000000000011,1.0,6.6,12.0,0.0,0.0
7110,2017,8,18.900000000000034,1,8.600000000000023,9.0,1.8,1.0,0.0,1.0
7110,2018,7,22.100000000000023,2,7.000000000000029,3.0,3.7,5.0,0.0,0.0
7110,2019,7,21.600000000000023,1,8.300000000000011,10.0,12.3,5.0,0.0,0.0
7117,1996,8,18.20000000000005,2,6.800000000000013,12.0,0.0,12.0,0.0,0.0
7117,1997,8,20.845000000000027,1,5.595000000000028,,,,,0.0
7117,1998,8,19.0,1,9.200000000000017,,,,,0.0
7117,1999,8,19.30000000000001,12,9.400000000000006,,,,,0.0
7117,2000,8,19.400000000000034,1,8.795000000000044,,,,,0.0
7117,2001,8,19.600000000000023,12,7.800000000000013,,,,,0.0
7117,2002,8,19.400000000000034,2,10.150000000000034,,,,,0.0
7117,2003,8,20.600000000000023,2,8.650000000000034,,,,,0.0
7117,2004,8,19.20000000000005,2,8.800000000000011,,,,,0.0
7117,2005,7,19.100000000000023,2,7.250000000000029,,,,,0.0
7117,2006,7,20.00000000000003,2,6.800000000000013,,,,,0.0
7117,2007,8,18.30000000000001,12,10.0,,,,,0.0
7117,2008,7,18.650000000000034,12,7.8500000000000245,,,,,0.0
7117,2009,7,19.0,1,7.400000000000035,,,,,0.0
7117,2010,7,18.900000000000034,1,6.2000000000000455,,,,,0.0
7117,2011,9,18.400000000000034,1,8.100000000000023,,,,,0.0
7117,2012,8,19.900000000000034,2,9.050000000000011,,,,,0.0
7117,2013,8,19.600000000000023,3,7.300000000000013,,,,,0.0
7117,2014,7,20.20000000000005,2,9.0,12.0,1.8,12.0,1.8,0.0
7117,2015,7,18.80000000000001,2,8.25,2.0,1.8,6.0,0.0,0.0
7117,2016,8,19.70000000000005,2,8.800000000000011,1.0,4.8,5.0,0.0,1.0
7117,2017,7,19.20000000000005,1,8.5,2.0,1.0,8.0,0.0,0.0
7117,2018,7,20.20000000000005,2,7.500000000000029,3.0,3.0,6.0,0.0,0.0
7117,2019,8,20.20000000000005,1,8.200000000000045,3.0,0.4,2.0,0.2,0.0
7130,1996,7,22.100000000000023,12,5.390000000000043,,,,,1.0
7130,1997,8,24.600000000000023,1,4.390000000000043,,,,,0.0
7130,1998,8,22.04500000000005,12,8.600000000000023,,,,,2.0
7130,1999,7,25.600000000000023,2,8.350000000000023,,,,,0.0
7130,2000,8,22.5,1,6.2000000000000455,,,,,0.0
7130,2001,8,22.700000000000053,12,5.800000000000013,,,,,2.0
7130,2002,8,22.300000000000008,1,10.0,,,,,0.0
7130,2003,8,26.0,1,6.400000000000035,,,,,8.0
7130,2004,8,21.900000000000034,12,6.5,,,,,1.0
7130,2005,8,22.600000000000023,2,6.950000000000017,,,,,1.0
7130,2006,7,25.300000000000008,2,6.2000000000000455,,,,,4.0
7130,2007,7,20.20000000000005,12,7.5,,,,,0.0
7130,2008,7,21.400000000000034,12,7.3500000000000245,,,,,0.0
7130,2009,8,21.600000000000023,1,5.100000000000024,,,,,0.0
7130,2010,7,22.900000000000034,12,4.0,,,,,0.0
7130,2011,7,20.70000000000005,1,7.2000000000000455,,,,,0.0
7130,2012,8,22.400000000000034,2,8.200000000000045,,,,,0.0
7130,2013,7,25.600000000000023,2,6.000000000000029,,,,,2.0
7130,2014,7,23.200000000000053,12,9.400000000000034,12.0,0.30000000000000004,12.0,0.30000000000000004,0.0
7130,2015,8,22.800000000000008,2,7.2000000000000455,2.0,0.9,3.0,0.0,0.0
7130,2016,8,23.600000000000023,12,7.900000000000035,1.0,1.1,3.0,0.0,2.0
7130,2017,6,22.100000000000023,1,5.900000000000035,12.0,1.1,1.0,0.0,1.0
7130,2018,7,25.5,2,5.900000000000034,3.0,1.6,5.0,0.0,2.0
7130,2019,7,25.5,1,7.300000000000013,10.0,4.4,2.0,0.0,4.0
7139,1996,7,22.5,12,4.0,,,,,0.0
7139,1997,8,26.0,1,3.1000000000000227,,,,,0.0
7139,1998,8,22.29500000000005,12,6.2000000000000455,,,,,3.0
7139,1999,7,24.29500000000005,2,7.495000000000033,,,,,0.0
7139,2000,8,21.890000000000047,1,5.800000000000013,,,,,1.0
7139,2001,8,22.0,12,4.100000000000024,,,,,1.0
7139,2002,8,21.350000000000023,1,7.2000000000000455,,,,,0.0
7139,2003,8,26.0,1,3.5,,,,,9.0
7139,2004,8,21.100000000000023,12,4.7000000000000455,,,,,0.0
7139,2005,9,21.600000000000023,2,4.550000000000011,,,,,1.0
7139,2006,7,26.400000000000034,1,4.400000000000034,,,,,2.0
7139,2007,7,19.70000000000005,12,5.600000000000024,12.0,781.3,12.0,781.3,0.0
7139,2008,7,20.80000000000001,12,5.600000000000024,,,,,0.0
7139,2009,8,22.0,1,2.900000000000034,,,,,0.0
7139,2010,7,23.800000000000008,12,1.6000000000000227,,,,,0.0
7139,2011,8,19.80000000000001,1,5.0,,,,,1.0
7139,2012,8,22.0,2,5.7000000000000455,,,,,0.0
7139,2013,7,25.800000000000008,2,4.300000000000011,,,,,2.0
7139,2014,7,22.300000000000008,12,6.600000000000023,12.0,0.6,12.0,0.6,0.0
7139,2015,8,22.650000000000006,2,5.900000000000007,11.0,0.6000000000000001,4.0,0.0,1.0
7139,2016,8,23.600000000000023,2,6.300000000000013,1.0,1.0,7.0,0.0,3.0
7139,2017,6,22.550000000000043,1,4.900000000000034,12.0,1.2,4.0,0.0,3.0
7139,2018,7,25.300000000000008,2,3.3000000000000114,3.0,1.8,5.0,0.0,1.0
7139,2019,7,23.700000000000053,1,5.400000000000035,10.0,6.9,2.0,0.0,6.0
7149,1996,7,22.650000000000038,12,3.8450000000000273,,,,,0.0
7149,1997,8,28.150000000000038,1,2.1000000000000227,,,,,1.0
7149,1998,8,22.600000000000023,12,6.7000000000000455,,,,,4.0
7149,1999,7,24.700000000000053,12,6.800000000000013,,,,,0.0
7149,2000,8,24.200000000000053,1,5.5,,,,,0.0
7149,2001,7,22.900000000000034,12,4.2000000000000455,,,,,0.0
7149,2002,8,21.900000000000034,1,6.7000000000000455,,,,,2.0
7149,2003,8,26.900000000000034,1,4.7000000000000455,,,,,11.0
7149,2004,7,22.600000000000023,12,4.300000000000011,,,,,1.0
7149,2005,7,22.5,2,3.950000000000017,,,,,3.0
7149,2006,7,28.400000000000034,1,4.2000000000000455,,,,,5.0
7149,2007,6,21.0,12,5.600000000000024,,,,,0.0
7149,2008,7,21.800000000000008,12,3.900000000000034,,,,,0.0
7149,2009,8,24.600000000000023,1,3.2000000000000446,,,,,1.0
7149,2010,7,23.300000000000008,12,1.2000000000000457,,,,,1.0
7149,2011,8,22.100000000000023,1,5.400000000000035,,,,,2.0
7149,2012,8,23.900000000000034,2,6.2000000000000455,,,,,2.0
7149,2013,7,26.0,2,3.850000000000023,,,,,1.0
7149,2014,7,22.700000000000053,12,6.0,12.0,0.30000000000000004,12.0,0.30000000000000004,1.0
7149,2015,8,24.800000000000008,1,5.800000000000013,1.0,0.4,2.0,0.0,2.0
7149,2016,8,25.100000000000023,12,6.600000000000023,4.0,1.4,3.0,0.0,4.0
7149,2017,6,24.50000000000003,1,2.200000000000045,12.0,1.0,1.0,0.0,4.0
7149,2018,7,27.400000000000034,2,3.4000000000000057,3.0,1.6,4.0,0.0,5.0
7149,2019,7,25.800000000000008,1,5.5,1.0,0.4,10.0,-0.1,5.0
7168,1996,7,24.100000000000023,2,3.0,,,,,0.0
7168,1997,8,27.890000000000054,1,0.6000000000000227,,,,,1.0
7168,1998,8,23.34500000000003,11,5.890000000000043,,,,,3.0
7168,1999,7,24.700000000000053,2,6.050000000000011,,,,,0.0
7168,2000,8,23.79500000000005,1,5.300000000000012,,,,,0.0
7168,2001,8,23.5,12,2.5,,,,,2.0
7168,2002,6,22.600000000000026,1,6.300000000000013,,,,,2.0
7168,2003,8,28.0,1,4.0,,,,,12.0
7168,2004,7,23.200000000000053,12,3.300000000000012,,,,,0.0
7168,2005,7,23.400000000000034,2,3.1500000000000057,,,,,1.0
7168,2006,7,29.0,2,4.250000000000028,,,,,7.0
7168,2007,6,21.75000000000003,12,5.400000000000035,,,,,1.0
7168,2008,7,23.0,12,3.300000000000012,,,,,0.0
7168,2009,8,25.900000000000034,1,2.7000000000000446,,,,,2.0
7168,2010,7,24.400000000000034,12,0.5,,,,,3.0
7168,2011,8,21.5,1,4.300000000000011,,,,,2.0
7168,2012,8,24.800000000000008,2,4.7000000000000455,,,,,2.0
7168,2013,7,27.100000000000023,2,3.9500000000000175,,,,,4.0
7168,2014,7,23.600000000000023,12,5.800000000000013,12.0,0.2,12.0,0.2,1.0
7168,2015,7,26.900000000000034,1,5.100000000000024,1.0,0.2,2.0,0.0,8.0
7168,2016,8,24.200000000000053,12,6.2000000000000455,5.0,1.2,7.0,0.0,5.0
7168,2017,6,24.55000000000001,1,2.1000000000000227,12.0,0.8,1.0,0.0,4.0
7168,2018,7,28.0,2,3.950000000000017,1.0,2.6,7.0,0.0,7.0
7168,2019,8,26.100000000000023,1,4.300000000000011,1.0,0.2,2.0,0.0,11.0
7181,1996,8,22.0,1,-0.2999999999999545,,,,,0.0
7181,1997,8,25.800000000000008,1,0.30000000000001137,,,,,0.0
7181,1998,8,22.5,12,2.995000000000033,,,,,4.0
7181,1999,7,22.850000000000026,2,1.9450000000000214,,,,,0.0
7181,2000,8,23.100000000000023,1,3.5,,,,,0.0
7181,2001,7,24.0,12,1.3500000000000227,,,,,0.0
7181,2002,6,22.55000000000001,1,0.8500000000000227,,,,,1.0
7181,2003,8,27.700000000000053,2,1.3500000000000227,,,,,12.0
7181,2004,7,21.20000000000005,12,1.3000000000000114,,,,,0.0
7181,2005,6,22.0,2,0.30000000000001137,,,,,0.0
7181,2006,7,27.350000000000026,1,1.1000000000000227,,,,,2.0
7181,2007,6,21.20000000000005,12,3.0,,,,,0.0
7181,2008,7,21.700000000000053,12,1.0,,,,,0.0
7181,2009,8,23.700000000000053,1,1.0,,,,,1.0
7181,2010,7,25.400000000000034,12,-0.7499999999999716,,,,,1.0
7181,2011,8,21.800000000000043,1,3.0,,,,,0.0
7181,2012,8,23.800000000000008,2,2.200000000000045,,,,,3.0
7181,2013,7,25.200000000000053,2,0.8000000000000114,,,,,1.0
7181,2014,7,22.700000000000053,12,4.5,12.0,0.6000000000000001,12.0,0.6000000000000001,0.0
7181,2015,7,26.900000000000034,1,2.7000000000000446,1.0,0.8,2.0,0.0,9.0
7181,2016,7,22.850000000000023,12,3.300000000000012,6.0,1.1,3.0,0.0,3.0
7181,2017,6,23.80000000000001,1,-0.5999999999999659,12.0,1.0,1.0,0.0,2.0
7181,2018,7,27.25000000000003,2,1.5500000000000114,1.0,2.5,2.0,0.0,4.0
7181,2019,8,25.600000000000023,1,2.1000000000000227,1.0,0.6,2.0,0.0,8.0
7190,1996,8,22.700000000000053,1,0.30000000000001137,,,,,0.0
7190,1997,8,27.0,1,-2.109999999999957,,,,,0.0
7190,1998,8,23.5,12,2.1000000000000227,,,,,2.0
7190,1999,7,24.700000000000053,2,3.495000000000033,,,,,0.0
7190,2000,8,24.600000000000023,1,4.300000000000011,,,,,0.0
7190,2001,8,26.400000000000034,12,2.6000000000000227,,,,,0.0
7190,2002,6,24.30000000000001,1,1.3000000000000114,,,,,1.0
7190,2003,8,28.400000000000034,2,3.2000000000000446,,,,,15.0
7190,2004,8,23.300000000000008,12,1.9000000000000343,,,,,0.0
7190,2005,6,23.700000000000053,2,0.8500000000000227,,,,,2.0
7190,2006,7,28.600000000000023,1,-0.19999999999998866,,,,,6.0
7190,2007,6,23.350000000000026,12,2.450000000000017,,,,,0.0
7190,2008,6,24.450000000000017,12,2.450000000000017,,,,,0.0
7190,2009,8,25.700000000000053,1,0.9000000000000341,,,,,1.0
7190,2010,7,26.5,1,0.0,,,,,2.0
7190,2011,8,23.700000000000053,1,3.6000000000000227,,,,,2.0
7190,2012,8,25.700000000000053,2,4.900000000000034,,,,,3.0
7190,2013,7,26.5,1,2.1000000000000227,,,,,5.0
7190,2014,7,23.800000000000008,12,5.400000000000035,12.0,0.4,12.0,0.4,3.0
7190,2015,7,28.600000000000023,2,3.1000000000000227,1.0,1.0,2.0,0.0,15.0
7190,2016,7,25.100000000000023,12,2.900000000000034,6.0,1.7999999999999998,7.0,-0.1,4.0
7190,2017,8,26.100000000000023,1,-0.299999999999983,7.0,0.6,1.0,0.0,5.0
7190,2018,7,27.700000000000053,2,3.2500000000000284,1.0,0.2,2.0,0.0,9.0
7190,2019,8,26.700000000000053,1,3.6000000000000227,1.0,0.6,2.0,0.0,6.0
7207,1996,8,19.70000000000005,12,6.900000000000034,,,,,0.0
7207,1997,8,21.700000000000053,1,6.800000000000013,,,,,0.0
7207,1998,8,19.5,2,10.200000000000044,,,,,0.0
7207,1999,8,20.345000000000027,2,10.0,,,,,0.0
7207,2000,8,19.80000000000001,1,7.7000000000000455,,,,,0.0
7207,2001,8,20.20000000000005,12,7.100000000000023,,,,,0.0
7207,2002,9,19.100000000000023,1,10.300000000000011,,,,,0.0
7207,2003,8,22.300000000000008,1,8.800000000000011,,,,,0.0
7207,2004,8,19.70000000000005,2,8.400000000000034,,,,,0.0
7207,2005,8,20.100000000000023,2,7.7000000000000455,,,,,0.0
7207,2006,7,22.200000000000053,2,6.950000000000017,,,,,0.0
7207,2007,8,19.20000000000005,12,11.200000000000044,,,,,0.0
7207,2008,7,18.400000000000034,12,8.300000000000011,,,,,0.0
7207,2009,6,19.75,1,7.900000000000035,,,,,0.0
7207,2010,7,20.150000000000034,12,6.0,,,,,0.0
7207,2011,9,18.80000000000001,1,7.900000000000035,,,,,0.0
7207,2012,8,19.900000000000034,2,8.600000000000023,,,,,0.0
7207,2013,7,23.100000000000023,2,8.050000000000011,,,,,0.0
7207,2014,9,21.55000000000001,2,10.050000000000011,12.0,0.2,12.0,0.2,0.0
7207,2015,7,19.80000000000001,2,8.700000000000017,1.0,0.6,4.0,0.0,0.0
7207,2016,8,20.70000000000005,2,10.100000000000025,1.0,3.2,3.0,0.0,0.0
7207,2017,8,19.80000000000001,1,8.600000000000023,12.0,0.4,1.0,0.0,0.0
7207,2018,7,21.600000000000023,2,7.8500000000000245,3.0,2.0,5.0,0.0,0.0
7207,2019,7,21.900000000000034,1,9.400000000000034,10.0,1.0,1.0,0.0,0.0
7222,1996,7,23.5,12,5.900000000000034,,,,,1.0
7222,1997,8,26.600000000000023,1,4.800000000000012,,,,,1.0
7222,1998,8,23.300000000000008,12,8.300000000000011,,,,,3.0
7222,1999,7,24.5,2,9.390000000000043,,,,,1.0
7222,2000,8,23.0,1,6.100000000000023,,,,,1.0
7222,2001,8,22.300000000000008,12,4.400000000000034,,,,,1.0
7222,2002,8,22.400000000000034,1,9.600000000000025,,,,,0.0
7222,2003,8,27.5,1,5.7000000000000455,,,,,5.0
7222,2004,6,22.600000000000023,12,7.300000000000011,,,,,1.0
7222,2005,8,23.5,2,6.80000000000004,,,,,3.0
7222,2006,7,25.400000000000034,1,4.900000000000034,,,,,5.0
7222,2007,8,20.30000000000001,12,8.100000000000023,,,,,0.0
7222,2008,7,21.30000000000001,12,7.7000000000000455,,,,,0.0
7222,2009,8,23.300000000000008,1,6.5,,,,,1.0
7222,2010,7,24.200000000000053,12,4.300000000000011,,,,,0.0
7222,2011,7,21.100000000000023,1,7.5,,,,,1.0
7222,2012,8,23.5,2,7.800000000000013,,,,,2.0
7222,2013,7,25.5,2,6.750000000000028,,,,,1.0
7222,2014,9,23.80000000000001,12,8.700000000000045,12.0,0.5,12.0,0.5,1.0
